PH,NH,DH,MSH,PNH,RI,MPH,CT,NT,MSL,CL,CTR,NTR,MCT,MCL,Kurt,Skew,Area,APN,RPA,Aos,Aso,RSD,VPo,PW90,PW75,PW66,PW50,PW33,PW25,PW10,K,PTT,MWS,PNL,NI,AI,SI,P2ocd,AC,DC,mNPV,Ams,PDA,SFm,AFm,AFe,VFD,Ha,Hb,Hc,Hd,He,Hba,Hca,Hda,Hea,AGI,,
2.987,1.239,0.7,1.493,0.416,0.235,0.501,0.258,0.438,0.135,0.712,0.363,0.615,0.524,0.19,-1.258,0.373,63.411,34.322,0.541,24.904,38.508,0.649,24.904,15.793,25.589,30.319,37.921,45.586,49.215,56.326,0.445,0.282,0.058,0.18,1.609,0.765,613.4751773,0.454,3.055,0.445,0.873,0.096,0.032,0.715,2.987,-3.005,0.16,0.483,-0.585,0.23,-0.099,0,-1.245,0.498,-0.214,0,-1.529,,
2.816,1.916,1.494,1.409,0.679,0.529,0.5,0.276,0.419,0.146,0.924,0.299,0.453,0.526,0.157,-1.264,0.41,78.017,37.247,0.478,26.509,51.508,0.517,26.509,18.079,29.785,35.737,46.061,57.973,64.18,76.255,0.422,0.213,0.051,0.143,0.829,0.471,774.6478873,0.648,2.874,0.422,0.872,0.086,0.03,0.591,2.816,-2.821,0.079,0.396,-0.47,0.098,-0.054,0.146,-1.188,0.251,-0.139,0.371,-1.671,,
2.787,1.748,1.423,1.392,0.627,0.509,0.499,0.218,0.339,0.114,0.775,0.281,0.438,0.521,0.147,-1.121,0.401,66.364,28.749,0.434,20.764,45.6,0.458,20.764,13.732,22.51,26.906,34.42,43.455,49.851,65.052,0.428,0.19,0.064,0.121,0.781,0.491,905.2631579,0.558,2.823,0.428,0.868,0.107,0.038,0.948,2.787,-2.769,0.122,0.629,-0.759,0.283,-0.177,0.221,-1.215,0.454,-0.282,0.353,-1.74,,
2.552,1.544,1.44,1.44,0.598,0.564,0.564,0.489,0.523,0.364,1.111,0.44,0.472,0.746,0.328,-1.117,0.597,84.522,24.942,0.295,32.297,52.225,0.622,32.297,19.05,31.891,38.79,51.845,67.319,73.95,85.199,0.38,-0.124,0.026,0.034,0.995,0.436,1354.83871,0.622,2.596,0.38,0.872,0.072,0.028,0.197,2.552,-2.544,0.06,0.269,-0.101,0.142,-0.417,0.112,-0.475,0.937,-1.935,0.491,0.032,,
2.87,2.374,1.457,1.554,0.827,0.508,0.542,0.486,0.607,0.336,1.102,0.442,0.554,0.681,0.304,-1.331,0.431,89.749,37.432,0.42,33.882,55.866,0.612,33.882,23.507,39.422,47.548,60.635,73.137,78.731,89.136,0.409,-0.074,0.03,0.122,1.356,0.492,1270.27027,0.617,2.877,0.409,0.876,0.073,0.025,0.239,2.87,-2.804,0.057,0.292,-0.092,-0.02,-0.303,0.109,-0.294,-0.065,-1.067,0.38,0.458,,
2.601,1.626,1.258,1.307,0.625,0.483,0.503,0.258,0.4,0.138,0.889,0.291,0.449,0.536,0.156,-1.179,0.462,71.851,33.437,0.466,24.295,47.555,0.513,24.295,16.446,26.988,32.29,41.378,52.087,58.344,72.56,0.404,0.215,0.05,0.141,0.817,0.517,730.2325581,0.63,2.647,0.404,0.867,0.085,0.033,0.615,2.601,-2.603,0.094,0.413,-0.52,0.164,-0.097,0.171,-1.261,0.397,-0.235,0.415,-1.837,,
2.587,1.586,1.254,1.322,0.611,0.483,0.511,0.3,0.436,0.185,0.855,0.349,0.512,0.591,0.21,-1.129,0.492,67.206,32.707,0.488,24.726,42.479,0.586,24.726,16.058,26.35,31.516,40.325,50.424,55.938,67.76,0.399,0.118,0.046,0.136,1.078,0.517,1288.135593,0.555,2.642,0.399,0.868,0.086,0.033,0.543,2.587,-2.597,0.106,0.427,-0.426,0.158,-0.212,0.195,-0.985,0.373,-0.513,0.459,-1.304,,
2.605,0.735,1.395,1.427,0.284,0.535,0.548,0.444,0.334,0.329,1.081,0.409,0.308,0.731,0.302,-0.723,0.833,71.059,9.243,0.132,27.868,43.191,0.649,27.868,17.277,28.492,34.209,44.17,55.946,62.333,75.291,0.331,-0.073,0.03,-0.11,0.472,0.465,1356.164384,0.638,2.639,0.331,0.889,0.081,0.031,0.273,2.605,-2.6,0.116,0.182,-0.159,0.318,-0.465,0.139,-0.93,2.841,-3.989,1.071,-0.853,,
2.784,2.231,1.474,1.474,0.801,0.529,0.529,0.439,0.555,0.308,1.013,0.433,0.548,0.701,0.304,-1.32,0.439,79.902,34.595,0.433,28.493,51.409,0.555,28.493,19.911,33.531,40.808,53.487,66.2,71.789,81.956,0.394,-0.131,0.032,0.116,1.214,0.471,1312.977099,0.574,2.795,0.394,0.876,0.082,0.029,0.266,2.784,-2.786,0.044,0.355,-0.044,0.02,-0.442,0.088,-0.122,0.058,-1.248,0.249,0.82,,
2.843,1.132,1.408,1.504,0.392,0.489,0.527,0.383,0.525,0.288,0.842,0.45,0.624,0.728,0.334,-0.45,0.857,62.137,32.719,0.529,25.255,36.882,0.703,25.255,13.297,21.627,25.691,32.332,39.297,42.781,50.987,0.374,-0.032,0.04,0.142,1.734,0.511,1218.75,0.459,2.955,0.374,0.886,0.109,0.039,0.462,2.843,-2.852,0.352,0.669,-0.43,0.483,-0.769,0.193,-0.644,0.722,-1.146,0.287,-0.507,,
2.652,1.559,1.266,1.399,0.588,0.476,0.527,0.311,0.441,0.205,0.784,0.394,0.563,0.637,0.256,-1.116,0.45,62.976,30.278,0.481,23.081,39.894,0.581,23.081,14.629,23.94,28.576,36.384,45.178,50.059,62.022,0.406,0.076,0.045,0.13,1.33,0.524,1157.894737,0.472,2.694,0.406,0.869,0.093,0.035,0.514,2.652,-2.63,0.112,0.47,-0.422,0.233,-0.354,0.2,-0.943,0.504,-0.723,0.42,-1.144,,
2.963,1.022,1.572,1.572,0.345,0.531,0.531,0.472,0.632,0.364,0.913,0.517,0.692,0.771,0.399,-0.469,0.986,58.694,38.924,0.664,26.203,32.491,0.809,26.203,15.126,24.597,29.206,36.711,44.479,48.269,56.084,0.321,-0.108,0.031,0.16,2.249,0.469,1527.777778,0.441,2.987,0.321,0.903,0.101,0.034,0.277,2.963,-2.946,0.331,0.525,-0.211,0.373,-0.739,0.022,-0.402,0.708,-1.406,0.043,0.253,,
2.705,0.514,1.298,1.568,0.19,0.479,0.579,0.477,0.342,0.383,0.841,0.568,0.406,0.799,0.456,-0.354,1.064,51.51,3.125,0.061,27.099,24.411,1.117,27.099,13.872,22.519,26.712,33.492,40.411,43.728,50.348,0.308,-0.148,0.029,-0.136,0.803,0.521,1121.621622,0.364,2.726,0.308,0.898,0.093,0.034,0.249,2.705,-2.703,0.535,0.231,-0.192,0.506,-0.689,0.425,-0.903,2.431,-3.207,2.169,-2.295,,
2.356,1.08,0.799,1.17,0.458,0.339,0.497,0.253,0.423,0.13,0.726,0.349,0.582,0.513,0.179,-1.131,0.333,66.939,25.739,0.385,24.735,42.204,0.588,24.735,15.428,25.006,29.626,37.068,44.636,48.268,55.598,0.461,0.259,0.047,0.169,1.394,0.661,656.3706564,0.473,2.406,0.461,0.839,0.076,0.032,0.584,2.356,-2.352,0.106,0.396,-0.463,0.218,-0.142,0,-1.18,0.561,-0.366,0,-1.375,,
3.336,0.633,1.881,1.881,0.189,0.563,0.563,0.429,0.518,0.338,0.84,0.51,0.616,0.789,0.403,-0.073,1.165,53.687,28.734,0.541,27.152,26.535,1.028,27.152,13.036,21.146,25.07,31.399,37.834,40.909,47.024,0.319,-0.09,0.039,0.09,1.884,0.437,1855.555556,0.411,3.414,0.319,0.914,0.124,0.037,0.366,3.336,-3.355,0.983,0.695,-0.39,0.729,-1.125,0.141,-0.602,1.127,-1.731,0.352,-0.35,,
2.796,1.802,1.303,1.423,0.645,0.466,0.509,0.305,0.459,0.167,0.959,0.318,0.478,0.548,0.174,-1.272,0.457,75.543,40.618,0.539,28.054,47.489,0.593,28.054,19.218,31.594,37.827,48.412,60.043,65.886,77.472,0.394,0.231,0.046,0.154,0.918,0.534,761.9047619,0.654,2.825,0.394,0.878,0.08,0.029,0.479,2.796,-2.789,0.105,0.331,-0.423,0.077,-0.028,0.134,-1.283,0.235,-0.085,0.41,-1.843,,
3.33,0.652,1.882,1.882,0.195,0.565,0.565,0.426,0.575,0.337,0.842,0.506,0.682,0.791,0.4,0.052,1.203,53.846,34.389,0.639,26.826,27.02,0.995,26.826,12.723,20.631,24.452,30.607,36.849,39.823,45.716,0.32,-0.089,0.039,0.149,2.15,0.435,1752.808989,0.416,3.357,0.32,0.913,0.125,0.038,0.371,3.33,-3.311,1.073,0.798,-0.438,0.784,-1.16,0,-0.549,0.984,-1.455,0,-0.078,,
2.901,1.793,1.576,1.576,0.617,0.543,0.543,0.47,0.565,0.352,1.059,0.444,0.534,0.748,0.332,-0.926,0.725,73.911,35.688,0.482,28.079,45.832,0.613,28.079,17.604,29.14,35.095,45.646,58.344,65.062,77.728,0.349,-0.118,0.031,0.095,1.211,0.457,1423.728814,0.589,2.921,0.349,0.893,0.09,0.031,0.256,2.901,-2.894,0.085,0.4,-0.119,0.153,-0.559,0.117,-0.346,0.612,-1.633,0.345,0.331,,
3.266,1.276,1.86,1.86,0.39,0.569,0.569,0.442,0.594,0.34,0.842,0.524,0.706,0.77,0.404,-0.72,0.861,58.373,41.17,0.705,27.05,31.324,0.864,27.05,14.823,24.123,28.667,36.086,43.794,47.562,55.298,0.347,-0.102,0.037,0.153,2.403,0.431,1666.666667,0.4,3.304,0.347,0.905,0.107,0.033,0.315,3.266,-3.267,0.331,0.551,-0.198,0.352,-0.817,0,-0.359,0.639,-1.483,0,0.484,,
3.146,1.176,1.741,1.741,0.374,0.553,0.553,0.484,0.645,0.378,0.923,0.525,0.699,0.781,0.41,-0.456,0.972,62.819,40.72,0.649,29.025,33.794,0.86,29.025,15.184,24.691,29.326,36.876,44.707,48.536,56.451,0.34,-0.106,0.032,0.161,2.318,0.447,1622.641509,0.439,3.163,0.34,0.903,0.102,0.033,0.271,3.146,-3.134,0.313,0.549,-0.265,0.374,-0.753,0,-0.483,0.682,-1.372,0,0.207,,
2.628,0.151,1.423,1.423,0.048,0.54,0.54,0.502,0.694,0.391,0.762,0.663,0.917,0.78,0.517,-0.885,0.78,56.874,25.12,0.448,32.112,24.762,1.309,32.112,14.893,24.056,28.44,35.403,42.295,45.494,51.608,0.374,-0.11,0.026,0.192,15.668,0.46,1527.272727,0.26,2.783,0.374,0.881,0.083,0.032,0.213,2.628,-2.704,0.411,0.408,-0.235,0.5,-0.647,0,-0.568,1.271,-1.637,0,-0.202,,
3.409,1.038,1.975,1.975,0.304,0.579,0.579,0.485,0.548,0.377,0.903,0.538,0.605,0.775,0.417,-0.684,0.888,61.821,31.658,0.514,30.14,31.681,0.953,30.14,15.884,25.832,30.684,38.584,46.746,50.706,58.729,0.342,-0.109,0.035,0.062,1.988,0.421,1614.678899,0.418,3.426,0.342,0.909,0.102,0.03,0.271,3.409,-3.386,0.37,0.407,-0.189,0.387,-0.742,0.094,-0.534,1.155,-2.05,0.404,-0.044,,
3.318,1.749,1.404,1.729,0.525,0.423,0.521,0.366,0.531,0.243,0.952,0.382,0.557,0.64,0.251,-0.986,0.647,69.115,48.368,0.7,26.494,42.621,0.625,26.494,17.387,28.463,33.971,43.185,53.197,58.325,69.46,0.368,0.087,0.049,0.165,1.378,0.577,1862.068966,0.587,3.37,0.368,0.902,0.103,0.031,0.496,3.318,-3.32,0.173,0.473,-0.406,0.183,-0.309,0.16,-0.897,0.4,-0.62,0.35,-1.027,,
2.963,1.227,1.464,1.575,0.415,0.496,0.531,0.423,0.577,0.313,0.861,0.49,0.671,0.732,0.361,-0.806,0.806,57.529,39.381,0.686,24.825,32.703,0.759,24.825,15.438,25.132,29.874,37.64,45.755,49.751,58.065,0.337,-0.074,0.036,0.154,2.088,0.504,1297.297297,0.438,2.986,0.337,0.899,0.099,0.033,0.341,2.963,-2.96,0.243,0.481,-0.192,0.283,-0.631,0.182,-0.389,0.589,-1.323,0.379,-0.033,,
3.086,1.541,1.446,1.624,0.499,0.469,0.526,0.398,0.549,0.283,0.918,0.43,0.6,0.684,0.302,-0.832,0.712,64.347,42.015,0.653,25.558,38.79,0.662,25.558,16.127,26.314,31.341,39.679,48.671,53.305,63.915,0.357,0.006,0.042,0.152,1.602,0.531,1500,0.521,3.106,0.357,0.897,0.101,0.033,0.437,3.086,-3.08,0.18,0.49,-0.32,0.261,-0.478,0.226,-0.645,0.536,-0.99,0.465,-0.655,,
3.081,1.372,1.81,1.81,0.445,0.588,0.588,0.507,0.693,0.38,0.916,0.553,0.757,0.749,0.415,-1.157,0.593,70.427,45.623,0.648,33.6,36.827,0.913,33.6,18.622,30.344,36.085,45.452,55.09,59.707,68.775,0.384,-0.127,0.03,0.187,3.127,0.412,1275.590551,0.409,3.104,0.384,0.89,0.079,0.026,0.208,3.081,-3.08,0.145,0.315,-0.083,0.09,-0.468,0.18,-0.265,0.286,-1.486,0.571,0.364,,
3.114,1.75,1.703,1.703,0.562,0.547,0.547,0.436,0.577,0.327,0.868,0.502,0.665,0.75,0.377,-1.029,0.589,65.418,39.411,0.603,26.22,39.198,0.67,26.22,15.546,25.43,30.342,38.594,47.788,52.779,65.512,0.377,-0.109,0.036,0.141,1.986,0.453,1614.678899,0.432,3.126,0.377,0.892,0.101,0.032,0.309,3.114,-3.117,0.123,0.504,-0.17,0.263,-0.692,0.238,-0.336,0.521,-1.373,0.473,0.043,,
2.71,1.783,1.453,1.353,0.657,0.536,0.499,0.216,0.331,0.112,0.762,0.283,0.435,0.521,0.148,-1.187,0.393,64.684,27.701,0.428,20.522,44.162,0.465,20.522,13.809,22.69,27.185,35.001,44.709,50.929,64.657,0.425,0.178,0.063,0.115,0.77,0.464,926.9662921,0.546,2.738,0.425,0.866,0.106,0.039,0.938,2.71,-2.709,0.101,0.63,-0.746,0.244,-0.161,0.229,-1.185,0.388,-0.255,0.364,-1.682,,
2.977,2.092,1.638,1.638,0.703,0.55,0.55,0.506,0.653,0.368,1.113,0.454,0.587,0.728,0.331,-1.14,0.608,81.362,46.023,0.566,31.87,49.492,0.645,31.87,20.915,34.657,41.699,53.75,66.641,72.772,84.364,0.365,-0.138,0.029,0.148,1.421,0.45,1217.391304,0.607,2.991,0.365,0.891,0.078,0.026,0.213,2.977,-2.973,0.075,0.309,-0.048,0.027,-0.408,0.09,-0.156,0.088,-1.32,0.291,0.785,,
3.406,2.05,1.596,1.714,0.602,0.469,0.503,0.242,0.382,0.127,0.898,0.27,0.426,0.524,0.141,-1.045,0.543,71.619,42.295,0.591,23.094,48.525,0.476,23.094,15.721,25.748,30.754,39.25,49.044,54.719,70.642,0.399,0.218,0.07,0.14,0.743,0.531,830.2752294,0.655,3.439,0.399,0.896,0.117,0.034,0.921,3.406,-3.419,0.179,0.618,-0.738,0.266,-0.153,0.249,-1.196,0.431,-0.248,0.404,-1.782,,
